Time,People
8/1/2022 0:01,1
8/1/2022 0:01,0
8/1/2022 0:01,0
8/1/2022 0:01,0
8/1/2022 0:01,0
8/1/2022 0:01,0
8/1/2022 0:01,0
8/1/2022 0:01,0
8/1/2022 0:01,1
8/1/2022 0:01,1
8/1/2022 0:01,2
8/1/2022 0:01,2
8/1/2022 0:01,2
8/1/2022 0:01,1
8/1/2022 0:01,1
8/1/2022 0:01,1
8/1/2022 0:01,1
8/1/2022 0:01,1
8/1/2022 0:01,0
8/1/2022 0:01,1
8/1/2022 0:01,0
8/1/2022 0:01,0
8/1/2022 0:01,0
8/1/2022 0:01,2
8/1/2022 0:01,0
8/1/2022 0:01,0
8/1/2022 0:01,2
8/1/2022 0:01,0
8/1/2022 0:01,0
8/1/2022 0:01,0
8/1/2022 0:01,0
8/1/2022 0:01,0
8/1/2022 0:01,1
8/1/2022 0:01,0
8/1/2022 0:01,0
8/1/2022 0:01,0
8/1/2022 0:01,0
8/1/2022 0:01,0
8/1/2022 0:01,0
8/1/2022 0:02,0
8/1/2022 0:02,0
8/1/2022 0:02,0
8/1/2022 0:02,0
8/1/2022 0:02,1
8/1/2022 0:02,2
8/1/2022 0:02,1
8/1/2022 0:02,1
8/1/2022 0:02,2
8/1/2022 0:02,2
8/1/2022 0:02,0
8/1/2022 0:02,2
8/1/2022 0:02,1
8/1/2022 0:02,0
8/1/2022 0:02,0
8/1/2022 0:02,1
8/1/2022 0:02,0
8/1/2022 0:02,0
8/1/2022 0:02,0
8/1/2022 0:02,0
8/1/2022 0:02,1
8/1/2022 0:02,0
8/1/2022 0:02,0
8/1/2022 0:02,1
8/1/2022 0:02,1
8/1/2022 0:02,2
8/1/2022 0:02,3
8/1/2022 0:02,6
8/1/2022 0:02,3
8/1/2022 0:02,4
8/1/2022 0:02,6
8/1/2022 0:02,7
8/1/2022 0:02,5
8/1/2022 0:02,5
8/1/2022 0:02,5
8/1/2022 0:02,3
8/1/2022 0:02,4
8/1/2022 0:02,5
8/1/2022 0:02,2
8/1/2022 0:02,3
8/1/2022 0:02,2
8/1/2022 0:02,2
8/1/2022 0:02,3
8/1/2022 0:02,4
8/1/2022 0:02,2
8/1/2022 0:02,2
8/1/2022 0:02,1
8/1/2022 0:02,1
8/1/2022 0:02,0
8/1/2022 0:02,3
8/1/2022 0:02,0
8/1/2022 0:02,0
8/1/2022 0:02,0
8/1/2022 0:02,0
8/1/2022 0:02,0
8/1/2022 0:02,0
8/1/2022 0:02,0
8/1/2022 0:02,0
8/1/2022 0:02,0
8/1/2022 0:02,0
8/1/2022 0:03,0
8/1/2022 0:03,0
8/1/2022 0:03,0
8/1/2022 0:03,0
8/1/2022 0:03,0
8/1/2022 0:03,0
8/1/2022 0:03,0
8/1/2022 0:03,0
8/1/2022 0:03,0
8/1/2022 0:03,0
8/1/2022 0:03,2
8/1/2022 0:03,3
8/1/2022 0:03,3
8/1/2022 0:03,3
8/1/2022 0:03,3
8/1/2022 0:03,4
8/1/2022 0:03,3
8/1/2022 0:03,3
8/1/2022 0:03,3
8/1/2022 0:03,2
8/1/2022 0:03,1
8/1/2022 0:03,4
8/1/2022 0:03,2
8/1/2022 0:03,3
8/1/2022 0:03,6
8/1/2022 0:03,5
8/1/2022 0:03,4
8/1/2022 0:03,6
8/1/2022 0:03,4
8/1/2022 0:03,7
8/1/2022 0:03,6
8/1/2022 0:03,5
8/1/2022 0:03,4
8/1/2022 0:03,5
8/1/2022 0:03,6
8/1/2022 0:03,6
8/1/2022 0:03,6
8/1/2022 0:03,3
8/1/2022 0:03,2
8/1/2022 0:03,3
8/1/2022 0:03,2
8/1/2022 0:03,2
8/1/2022 0:03,3
8/1/2022 0:03,2
8/1/2022 0:03,1
8/1/2022 0:03,0
8/1/2022 0:03,1
8/1/2022 0:03,1
8/1/2022 0:03,0
8/1/2022 0:03,0
8/1/2022 0:03,0
8/1/2022 0:03,0
8/1/2022 0:03,0
8/1/2022 0:03,0
8/1/2022 0:03,0
8/1/2022 0:03,0
8/1/2022 0:03,0
8/1/2022 0:03,0
8/1/2022 0:03,0
8/1/2022 0:03,0
8/1/2022 0:04,0
8/1/2022 0:04,1
8/1/2022 0:04,2
8/1/2022 0:04,2
8/1/2022 0:04,0
8/1/2022 0:04,1
8/1/2022 0:04,1
8/1/2022 0:04,3
8/1/2022 0:04,4
8/1/2022 0:04,5
8/1/2022 0:04,6
8/1/2022 0:04,6
8/1/2022 0:04,6
8/1/2022 0:04,5
8/1/2022 0:04,3
8/1/2022 0:04,4
8/1/2022 0:04,4
8/1/2022 0:04,3
8/1/2022 0:04,2
8/1/2022 0:04,1
8/1/2022 0:04,1
8/1/2022 0:04,1
8/1/2022 0:04,0
8/1/2022 0:04,2
8/1/2022 0:04,2
8/1/2022 0:04,1
8/1/2022 0:04,2
8/1/2022 0:04,2
8/1/2022 0:04,0
8/1/2022 0:04,0
8/1/2022 0:04,0
8/1/2022 0:04,0
8/1/2022 0:04,0
8/1/2022 0:04,1
8/1/2022 0:04,1
8/1/2022 0:04,1
8/1/2022 0:04,2
8/1/2022 0:04,1
8/1/2022 0:04,2
8/1/2022 0:04,2
8/1/2022 0:04,1
8/1/2022 0:04,1
8/1/2022 0:04,2
8/1/2022 0:04,2
8/1/2022 0:04,1
8/1/2022 0:04,1
8/1/2022 0:04,0
8/1/2022 0:04,2
8/1/2022 0:04,0
8/1/2022 0:04,3
8/1/2022 0:04,5
8/1/2022 0:04,4
8/1/2022 0:04,5
8/1/2022 0:04,3
8/1/2022 0:04,3
8/1/2022 0:04,4
8/1/2022 0:04,4
8/1/2022 0:04,3
8/1/2022 0:04,5
8/1/2022 0:04,7
8/1/2022 0:05,8
8/1/2022 0:05,8
8/1/2022 0:05,7
8/1/2022 0:05,6
8/1/2022 0:05,6
8/1/2022 0:05,6
8/1/2022 0:05,5
8/1/2022 0:05,5
8/1/2022 0:05,2
8/1/2022 0:05,1
8/1/2022 0:05,3
8/1/2022 0:05,2
8/1/2022 0:05,1
8/1/2022 0:05,1
8/1/2022 0:05,2
8/1/2022 0:05,2
8/1/2022 0:05,0
8/1/2022 0:05,0
8/1/2022 0:05,0
8/1/2022 0:05,1
8/1/2022 0:05,1
8/1/2022 0:05,1
8/1/2022 0:05,0
8/1/2022 0:05,0
8/1/2022 0:05,0
8/1/2022 0:05,1
8/1/2022 0:05,1
8/1/2022 0:05,2
8/1/2022 0:05,3
8/1/2022 0:05,2
8/1/2022 0:05,3
8/1/2022 0:05,2
8/1/2022 0:05,1
8/1/2022 0:05,2
8/1/2022 0:05,3
8/1/2022 0:05,4
8/1/2022 0:05,4
8/1/2022 0:05,2
8/1/2022 0:05,2
8/1/2022 0:05,4
8/1/2022 0:05,3
8/1/2022 0:05,3
8/1/2022 0:05,4
8/1/2022 0:05,5
8/1/2022 0:05,5
8/1/2022 0:05,8
8/1/2022 0:05,7
8/1/2022 0:05,6
8/1/2022 0:05,4
8/1/2022 0:05,6
8/1/2022 0:05,3
8/1/2022 0:05,4
8/1/2022 0:05,8
8/1/2022 0:05,3
8/1/2022 0:05,5
8/1/2022 0:05,5
8/1/2022 0:05,3
8/1/2022 0:05,5
8/1/2022 0:05,5
8/1/2022 0:05,5
8/1/2022 0:06,5
8/1/2022 0:06,3
8/1/2022 0:06,3
8/1/2022 0:06,4
8/1/2022 0:06,4
8/1/2022 0:06,2
8/1/2022 0:06,2
8/1/2022 0:06,1
8/1/2022 0:06,0
8/1/2022 0:06,0
8/1/2022 0:06,1
8/1/2022 0:06,1
8/1/2022 0:06,1
8/1/2022 0:06,1
8/1/2022 0:06,2
8/1/2022 0:06,1
8/1/2022 0:06,3
8/1/2022 0:06,1
8/1/2022 0:06,2
8/1/2022 0:06,4
8/1/2022 0:06,3
8/1/2022 0:06,3
8/1/2022 0:06,3
8/1/2022 0:06,1
8/1/2022 0:06,3
8/1/2022 0:06,3
8/1/2022 0:06,5
8/1/2022 0:06,4
8/1/2022 0:06,4
8/1/2022 0:06,3
8/1/2022 0:06,4
8/1/2022 0:06,3
8/1/2022 0:06,3
8/1/2022 0:06,2
8/1/2022 0:06,4
8/1/2022 0:06,4
8/1/2022 0:06,2
8/1/2022 0:06,3
8/1/2022 0:06,3
8/1/2022 0:06,3
8/1/2022 0:06,1
8/1/2022 0:06,2
8/1/2022 0:06,3
8/1/2022 0:06,3
8/1/2022 0:06,4
8/1/2022 0:06,3
8/1/2022 0:06,0
8/1/2022 0:06,0
8/1/2022 0:06,1
8/1/2022 0:06,0
8/1/2022 0:06,0
8/1/2022 0:06,1
8/1/2022 0:06,2
8/1/2022 0:06,1
8/1/2022 0:06,2
8/1/2022 0:06,4
8/1/2022 0:06,2
8/1/2022 0:06,4
8/1/2022 0:06,4
8/1/2022 0:06,4
8/1/2022 0:07,5
8/1/2022 0:07,3
8/1/2022 0:07,4
8/1/2022 0:07,4
8/1/2022 0:07,4
8/1/2022 0:07,4
8/1/2022 0:07,4
8/1/2022 0:07,6
8/1/2022 0:07,3
8/1/2022 0:07,5
8/1/2022 0:07,4
8/1/2022 0:07,6
8/1/2022 0:07,5
8/1/2022 0:07,5
8/1/2022 0:07,5
8/1/2022 0:07,5
8/1/2022 0:07,5
8/1/2022 0:07,5
8/1/2022 0:07,5
8/1/2022 0:07,4
8/1/2022 0:07,5
8/1/2022 0:07,3
8/1/2022 0:07,5
8/1/2022 0:07,4
8/1/2022 0:07,5
8/1/2022 0:07,2
8/1/2022 0:07,0
8/1/2022 0:07,0
8/1/2022 0:07,2
8/1/2022 0:07,2
8/1/2022 0:07,1
8/1/2022 0:07,2
8/1/2022 0:07,3
8/1/2022 0:07,3
8/1/2022 0:07,2
8/1/2022 0:07,2
8/1/2022 0:07,2
8/1/2022 0:07,3
8/1/2022 0:07,2
8/1/2022 0:07,1
8/1/2022 0:07,2
8/1/2022 0:07,1
8/1/2022 0:07,3
8/1/2022 0:07,3
8/1/2022 0:07,1
8/1/2022 0:07,0
8/1/2022 0:07,0
8/1/2022 0:07,0
8/1/2022 0:07,0
8/1/2022 0:07,0
8/1/2022 0:07,0
8/1/2022 0:07,0
8/1/2022 0:07,0
8/1/2022 0:07,0
8/1/2022 0:07,0
8/1/2022 0:07,0
8/1/2022 0:07,0
8/1/2022 0:07,0
8/1/2022 0:07,0
8/1/2022 0:07,1
8/1/2022 0:08,2
8/1/2022 0:08,4
8/1/2022 0:08,4
8/1/2022 0:08,5
8/1/2022 0:08,4
8/1/2022 0:08,3
8/1/2022 0:08,3
8/1/2022 0:08,4
8/1/2022 0:08,5
8/1/2022 0:08,4
8/1/2022 0:08,2
8/1/2022 0:08,3
8/1/2022 0:08,2
8/1/2022 0:08,3
8/1/2022 0:08,1
8/1/2022 0:08,0
8/1/2022 0:08,1
8/1/2022 0:08,1
8/1/2022 0:08,1
8/1/2022 0:08,2
8/1/2022 0:08,0
8/1/2022 0:08,0
8/1/2022 0:08,0
8/1/2022 0:08,1
8/1/2022 0:08,0
8/1/2022 0:08,1
8/1/2022 0:08,2
8/1/2022 0:08,4
8/1/2022 0:08,4
8/1/2022 0:08,3
8/1/2022 0:08,3
8/1/2022 0:08,4
8/1/2022 0:08,3
8/1/2022 0:08,2
8/1/2022 0:08,3
8/1/2022 0:08,2
8/1/2022 0:08,1
8/1/2022 0:08,2
8/1/2022 0:08,1
8/1/2022 0:08,2
8/1/2022 0:08,1
8/1/2022 0:08,2
8/1/2022 0:08,1
8/1/2022 0:08,0
8/1/2022 0:08,0
8/1/2022 0:08,3
8/1/2022 0:08,1
8/1/2022 0:08,2
8/1/2022 0:08,1
8/1/2022 0:08,1
8/1/2022 0:08,1
8/1/2022 0:08,2
8/1/2022 0:08,1
8/1/2022 0:08,1
8/1/2022 0:08,1
8/1/2022 0:08,0
8/1/2022 0:08,0
8/1/2022 0:08,0
8/1/2022 0:08,0
8/1/2022 0:08,0
8/1/2022 0:09,0
8/1/2022 0:09,0
8/1/2022 0:09,1
8/1/2022 0:09,0
8/1/2022 0:09,1
8/1/2022 0:09,0
8/1/2022 0:09,1
8/1/2022 0:09,1
8/1/2022 0:09,0
8/1/2022 0:09,2
8/1/2022 0:09,2
8/1/2022 0:09,0
8/1/2022 0:09,0
8/1/2022 0:09,1
8/1/2022 0:09,1
8/1/2022 0:09,1
8/1/2022 0:09,1
8/1/2022 0:09,1
8/1/2022 0:09,1
8/1/2022 0:09,2
8/1/2022 0:09,2
8/1/2022 0:09,3
8/1/2022 0:09,1
8/1/2022 0:09,1
8/1/2022 0:09,1
8/1/2022 0:09,1
8/1/2022 0:09,0
8/1/2022 0:09,1
8/1/2022 0:09,1
8/1/2022 0:09,0
8/1/2022 0:09,0
8/1/2022 0:09,0
8/1/2022 0:09,0
8/1/2022 0:09,1
8/1/2022 0:09,0
8/1/2022 0:09,0
8/1/2022 0:09,0
8/1/2022 0:09,0
8/1/2022 0:09,0
8/1/2022 0:09,0
8/1/2022 0:09,0
8/1/2022 0:09,0
8/1/2022 0:09,2
8/1/2022 0:09,2
8/1/2022 0:09,1
8/1/2022 0:09,1
8/1/2022 0:09,4
8/1/2022 0:09,1
8/1/2022 0:09,3
8/1/2022 0:09,0
8/1/2022 0:09,1
8/1/2022 0:09,2
8/1/2022 0:09,2
8/1/2022 0:09,1
8/1/2022 0:09,3
8/1/2022 0:09,1
8/1/2022 0:09,3
8/1/2022 0:09,2
8/1/2022 0:09,5
8/1/2022 0:09,3
8/1/2022 0:10,3
8/1/2022 0:10,0
8/1/2022 0:10,2
8/1/2022 0:10,1
8/1/2022 0:10,2
8/1/2022 0:10,2
8/1/2022 0:10,3
8/1/2022 0:10,2
8/1/2022 0:10,2
8/1/2022 0:10,2
8/1/2022 0:10,1
8/1/2022 0:10,1
8/1/2022 0:10,0
8/1/2022 0:10,2
8/1/2022 0:10,1
8/1/2022 0:10,0
8/1/2022 0:10,1
8/1/2022 0:10,1
8/1/2022 0:10,2
8/1/2022 0:10,2
8/1/2022 0:10,1
8/1/2022 0:10,1
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:10,1
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:10,1
8/1/2022 0:10,1
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:10,2
8/1/2022 0:10,0
8/1/2022 0:10,0
8/1/2022 0:11,0
8/1/2022 0:11,1
8/1/2022 0:11,0
8/1/2022 0:11,0
8/1/2022 0:11,1
8/1/2022 0:11,2
8/1/2022 0:11,0
8/1/2022 0:11,2
8/1/2022 0:11,3
8/1/2022 0:11,3
8/1/2022 0:11,4
8/1/2022 0:11,5
8/1/2022 0:11,2
8/1/2022 0:11,3
8/1/2022 0:11,3
8/1/2022 0:11,3
8/1/2022 0:11,5
8/1/2022 0:11,6
8/1/2022 0:11,3
8/1/2022 0:11,1
8/1/2022 0:11,2
8/1/2022 0:11,3
8/1/2022 0:11,0
8/1/2022 0:11,1
8/1/2022 0:11,3
8/1/2022 0:11,1
8/1/2022 0:11,2
8/1/2022 0:11,2
8/1/2022 0:11,1
8/1/2022 0:11,1
8/1/2022 0:11,1
8/1/2022 0:11,1
8/1/2022 0:11,1
8/1/2022 0:11,2
8/1/2022 0:11,1
8/1/2022 0:11,0
8/1/2022 0:11,0
8/1/2022 0:11,0
8/1/2022 0:11,0
8/1/2022 0:11,0
8/1/2022 0:11,0
8/1/2022 0:11,0
8/1/2022 0:11,0
8/1/2022 0:11,0
8/1/2022 0:11,0
8/1/2022 0:11,0
8/1/2022 0:11,0
8/1/2022 0:11,0
8/1/2022 0:11,0
8/1/2022 0:11,0
8/1/2022 0:11,0
8/1/2022 0:11,0
8/1/2022 0:11,0
8/1/2022 0:11,0
8/1/2022 0:11,0
8/1/2022 0:11,0
8/1/2022 0:11,0
8/1/2022 0:11,0
8/1/2022 0:11,0
8/1/2022 0:11,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,1
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,2
8/1/2022 0:12,1
8/1/2022 0:12,1
8/1/2022 0:12,1
8/1/2022 0:12,2
8/1/2022 0:12,2
8/1/2022 0:12,2
8/1/2022 0:12,2
8/1/2022 0:12,2
8/1/2022 0:12,2
8/1/2022 0:12,1
8/1/2022 0:12,2
8/1/2022 0:12,2
8/1/2022 0:12,2
8/1/2022 0:12,3
8/1/2022 0:12,1
8/1/2022 0:12,0
8/1/2022 0:12,2
8/1/2022 0:12,2
8/1/2022 0:12,2
8/1/2022 0:12,0
8/1/2022 0:12,0
8/1/2022 0:12,1
8/1/2022 0:12,1
8/1/2022 0:13,1
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,1
8/1/2022 0:13,1
8/1/2022 0:13,1
8/1/2022 0:13,1
8/1/2022 0:13,1
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:13,1
8/1/2022 0:13,2
8/1/2022 0:13,2
8/1/2022 0:13,1
8/1/2022 0:13,1
8/1/2022 0:13,1
8/1/2022 0:13,1
8/1/2022 0:13,3
8/1/2022 0:13,3
8/1/2022 0:13,1
8/1/2022 0:13,2
8/1/2022 0:13,2
8/1/2022 0:13,1
8/1/2022 0:13,1
8/1/2022 0:13,0
8/1/2022 0:13,0
8/1/2022 0:14,1
8/1/2022 0:14,0
8/1/2022 0:14,2
8/1/2022 0:14,1
8/1/2022 0:14,1
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,1
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:14,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,1
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,1
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:15,0
8/1/2022 0:16,0
8/1/2022 0:16,0
8/1/2022 0:16,0
8/1/2022 0:16,0
8/1/2022 0:16,0
8/1/2022 0:16,0
8/1/2022 0:16,0
8/1/2022 0:16,0
8/1/2022 0:16,0
8/1/2022 0:16,0
8/1/2022 0:16,1
8/1/2022 0:16,6
8/1/2022 0:16,5
8/1/2022 0:16,4
8/1/2022 0:16,4
8/1/2022 0:16,4
8/1/2022 0:16,3
8/1/2022 0:16,5
8/1/2022 0:16,3
8/1/2022 0:16,3
8/1/2022 0:16,4
8/1/2022 0:16,5
8/1/2022 0:16,5
8/1/2022 0:16,3
8/1/2022 0:16,4
8/1/2022 0:16,4
8/1/2022 0:16,3
8/1/2022 0:16,3
8/1/2022 0:16,5
8/1/2022 0:16,3
8/1/2022 0:16,2
8/1/2022 0:16,2
8/1/2022 0:16,2
8/1/2022 0:16,1
8/1/2022 0:16,2
8/1/2022 0:16,3
8/1/2022 0:16,1
8/1/2022 0:16,2
8/1/2022 0:16,1
8/1/2022 0:16,1
8/1/2022 0:16,4
8/1/2022 0:16,1
8/1/2022 0:16,2
8/1/2022 0:16,0
8/1/2022 0:16,0
8/1/2022 0:16,1
8/1/2022 0:16,0
8/1/2022 0:16,0
8/1/2022 0:16,0
8/1/2022 0:16,0
8/1/2022 0:16,0
8/1/2022 0:16,0
8/1/2022 0:16,1
8/1/2022 0:16,0
8/1/2022 0:16,0
8/1/2022 0:16,1
8/1/2022 0:16,1
8/1/2022 0:16,1
8/1/2022 0:16,3
8/1/2022 0:16,0
8/1/2022 0:17,0
8/1/2022 0:17,2
8/1/2022 0:17,1
8/1/2022 0:17,1
8/1/2022 0:17,0
8/1/2022 0:17,2
8/1/2022 0:17,2
8/1/2022 0:17,1
8/1/2022 0:17,4
8/1/2022 0:17,4
8/1/2022 0:17,3
8/1/2022 0:17,3
8/1/2022 0:17,2
8/1/2022 0:17,3
8/1/2022 0:17,3
8/1/2022 0:17,1
8/1/2022 0:17,1
8/1/2022 0:17,1
8/1/2022 0:17,2
8/1/2022 0:17,1
8/1/2022 0:17,0
8/1/2022 0:17,0
8/1/2022 0:17,0
8/1/2022 0:17,0
8/1/2022 0:17,1
8/1/2022 0:17,0
8/1/2022 0:17,0
8/1/2022 0:17,0
8/1/2022 0:17,2
8/1/2022 0:17,0
8/1/2022 0:17,0
8/1/2022 0:17,0
8/1/2022 0:17,1
8/1/2022 0:17,1
8/1/2022 0:17,3
8/1/2022 0:17,3
8/1/2022 0:17,2
8/1/2022 0:17,0
8/1/2022 0:17,1
8/1/2022 0:17,2
8/1/2022 0:17,2
8/1/2022 0:17,2
8/1/2022 0:17,1
8/1/2022 0:17,1
8/1/2022 0:17,0
8/1/2022 0:17,2
8/1/2022 0:17,1
8/1/2022 0:17,0
8/1/2022 0:17,0
8/1/2022 0:17,1
8/1/2022 0:17,2
8/1/2022 0:17,1
8/1/2022 0:17,3
8/1/2022 0:17,1
8/1/2022 0:17,2
8/1/2022 0:17,1
